"","date","borough","case","death","hospitalized"
"77",2020-05-15,"Bronx",0.000122180977704334,1.01254953898619e-05,1.68758256497699e-05
"78",2020-05-16,"Bronx",7.2903566807006e-05,1.75508586757607e-05,1.14755614418435e-05
"79",2020-05-17,"Bronx",3.78018494554846e-05,1.28256274938251e-05,1.55257595977883e-05
"80",2020-05-18,"Bronx",0.000126231175860279,7.42536328589876e-06,1.41756935458067e-05
"81",2020-05-19,"Bronx",0.000122856010730325,8.10039631188956e-06,1.75508586757607e-05
"82",2020-05-20,"Bronx",0.000187659181225441,1.01254953898619e-05,1.14755614418435e-05
"83",2020-05-21,"Bronx",0.000134331572172169,7.42536328589876e-06,1.35006605198159e-05
"84",2020-05-22,"Bronx",0.00017820871886157,8.77542933788036e-06,1.68758256497699e-05
"85",2020-05-23,"Bronx",6.07529723391717e-05,1.14755614418435e-05,1.21505944678343e-05
"86",2020-05-24,"Bronx",6.81783356250705e-05,8.77542933788036e-06,1.28256274938251e-05
"87",2020-05-25,"Bronx",6.95284016770521e-05,5.40026420792637e-06,1.68758256497699e-05
"88",2020-05-26,"Bronx",0.000191034346355395,6.07529723391717e-06,1.48507265717975e-05
"89",2020-05-27,"Bronx",0.000124206076782307,6.07529723391717e-06,1.21505944678343e-05
"90",2020-05-28,"Bronx",8.03289300929048e-05,8.10039631188956e-06,9.45046236387115e-06
"91",2020-05-29,"Bronx",0.000110705416262491,4.05019815594478e-06,1.35006605198159e-05
"92",2020-05-30,"Bronx",5.53527081312453e-05,8.77542933788036e-06,9.45046236387115e-06
"93",2020-05-31,"Bronx",2.02509907797239e-05,4.05019815594478e-06,8.77542933788036e-06
"94",2020-06-01,"Bronx",0.000106655218106546,2.02509907797239e-06,1.14755614418435e-05
"95",2020-06-02,"Bronx",8.3029062196868e-05,5.40026420792637e-06,8.10039631188956e-06
"96",2020-06-03,"Bronx",7.83038310149324e-05,7.42536328589876e-06,1.08005284158527e-05
"97",2020-06-04,"Bronx",8.57291943008312e-05,2.70013210396319e-06,1.01254953898619e-05
"98",2020-06-05,"Bronx",7.2903566807006e-05,6.07529723391717e-06,6.07529723391717e-06
"99",2020-06-06,"Bronx",3.37516512995398e-05,8.10039631188956e-06,6.75033025990797e-06
"100",2020-06-07,"Bronx",2.90264201176043e-05,4.72523118193558e-06,8.77542933788036e-06
"101",2020-06-08,"Bronx",6.48031704951165e-05,6.75033025990797e-06,6.07529723391717e-06
"102",2020-06-09,"Bronx",5.67027741832269e-05,4.05019815594478e-06,9.45046236387115e-06
"103",2020-06-10,"Bronx",5.06274769493097e-05,6.07529723391717e-06,9.45046236387115e-06
"104",2020-06-11,"Bronx",4.45521797153926e-05,4.05019815594478e-06,7.42536328589876e-06
"105",2020-06-12,"Bronx",5.40026420792637e-05,2.70013210396319e-06,8.77542933788036e-06
"106",2020-06-13,"Bronx",3.17265522215674e-05,3.37516512995398e-06,2.70013210396319e-06
"107",2020-06-14,"Bronx",1.82258917017515e-05,4.72523118193558e-06,8.10039631188956e-06
"108",2020-06-15,"Bronx",5.46776751052545e-05,3.37516512995398e-06,9.45046236387115e-06
"109",2020-06-16,"Bronx",5.40026420792637e-05,1.35006605198159e-06,8.10039631188956e-06
"110",2020-06-17,"Bronx",4.59022457673742e-05,1.35006605198159e-06,7.42536328589876e-06
"111",2020-06-18,"Bronx",4.05019815594478e-05,6.75033025990797e-07,6.07529723391717e-06
"112",2020-06-19,"Bronx",5.53527081312453e-05,2.02509907797239e-06,7.42536328589876e-06
"113",2020-06-20,"Bronx",3.57767503775122e-05,2.70013210396319e-06,3.37516512995398e-06
"114",2020-06-21,"Bronx",1.68758256497699e-05,3.37516512995398e-06,4.05019815594478e-06
"115",2020-06-22,"Bronx",6.21030383911533e-05,1.35006605198159e-06,8.10039631188956e-06
"116",2020-06-23,"Bronx",4.92774108973281e-05,3.37516512995398e-06,4.72523118193558e-06
"117",2020-06-24,"Bronx",6.07529723391717e-05,1.35006605198159e-06,4.72523118193558e-06
"118",2020-06-25,"Bronx",4.38771466894018e-05,2.70013210396319e-06,8.77542933788036e-06
"119",2020-06-26,"Bronx",4.45521797153926e-05,2.02509907797239e-06,5.40026420792637e-06
"120",2020-06-27,"Bronx",1.75508586757607e-05,6.75033025990797e-07,6.75033025990797e-06
"121",2020-06-28,"Bronx",2.36261559096779e-05,2.02509907797239e-06,4.05019815594478e-06
"122",2020-06-29,"Bronx",5.06274769493097e-05,2.02509907797239e-06,4.72523118193558e-06
"123",2020-06-30,"Bronx",5.19775430012913e-05,1.35006605198159e-06,5.40026420792637e-06
"124",2020-07-01,"Bronx",3.9826948533457e-05,6.75033025990797e-07,5.40026420792637e-06
"125",2020-07-02,"Bronx",5.13025099753005e-05,0,6.75033025990797e-06
"126",2020-07-03,"Bronx",2.76763540656227e-05,3.37516512995398e-06,2.70013210396319e-06
"127",2020-07-04,"Bronx",1.41756935458067e-05,6.75033025990797e-07,2.70013210396319e-06
"128",2020-07-05,"Bronx",1.35006605198159e-05,2.70013210396319e-06,4.05019815594478e-06
"129",2020-07-06,"Bronx",4.59022457673742e-05,1.35006605198159e-06,5.40026420792637e-06
"130",2020-07-07,"Bronx",7.56036989109692e-05,6.75033025990797e-07,1.35006605198159e-05
"131",2020-07-08,"Bronx",5.60277411572361e-05,2.02509907797239e-06,5.40026420792637e-06
"132",2020-07-09,"Bronx",6.14280053651625e-05,6.75033025990797e-07,1.14755614418435e-05
"133",2020-07-10,"Bronx",4.38771466894018e-05,2.02509907797239e-06,6.07529723391717e-06
"134",2020-07-11,"Bronx",2.70013210396319e-05,6.75033025990797e-07,4.05019815594478e-06
"135",2020-07-12,"Bronx",2.97014531435951e-05,0,4.72523118193558e-06
"136",2020-07-13,"Bronx",7.2903566807006e-05,3.37516512995398e-06,7.42536328589876e-06
"137",2020-07-14,"Bronx",4.72523118193558e-05,1.35006605198159e-06,7.42536328589876e-06
"138",2020-07-15,"Bronx",7.22285337810152e-05,1.35006605198159e-06,6.07529723391717e-06
"139",2020-07-16,"Bronx",6.34531044431349e-05,6.75033025990797e-07,8.77542933788036e-06
"140",2020-07-17,"Bronx",5.06274769493097e-05,6.75033025990797e-07,4.72523118193558e-06
"141",2020-07-18,"Bronx",3.6451783403503e-05,6.75033025990797e-07,4.05019815594478e-06
"142",2020-07-19,"Bronx",2.63262880136411e-05,6.75033025990797e-07,4.72523118193558e-06
"143",2020-07-20,"Bronx",6.41281374691257e-05,6.75033025990797e-07,8.10039631188956e-06
"144",2020-07-21,"Bronx",4.79273448453466e-05,1.35006605198159e-06,3.37516512995398e-06
"145",2020-07-22,"Bronx",5.33276090532729e-05,1.35006605198159e-06,5.40026420792637e-06
"146",2020-07-23,"Bronx",4.6577278793365e-05,0,2.70013210396319e-06
"147",2020-07-24,"Bronx",4.92774108973281e-05,6.75033025990797e-07,8.10039631188956e-06
"148",2020-07-25,"Bronx",1.68758256497699e-05,3.37516512995398e-06,5.40026420792637e-06
"149",2020-07-26,"Bronx",2.02509907797239e-05,6.75033025990797e-07,4.05019815594478e-06
"150",2020-07-27,"Bronx",3.91519155074662e-05,6.75033025990797e-07,7.42536328589876e-06
"151",2020-07-28,"Bronx",3.91519155074662e-05,3.37516512995398e-06,4.72523118193558e-06
"152",2020-07-29,"Bronx",5.40026420792637e-05,6.75033025990797e-07,3.37516512995398e-06
"153",2020-07-30,"Bronx",3.91519155074662e-05,6.75033025990797e-07,4.05019815594478e-06
"154",2020-07-31,"Bronx",3.71268164294938e-05,6.75033025990797e-07,5.40026420792637e-06
"155",2020-08-01,"Bronx",2.49762219616595e-05,1.35006605198159e-06,3.37516512995398e-06
"156",2020-08-02,"Bronx",2.02509907797239e-05,0,3.37516512995398e-06
"157",2020-08-03,"Bronx",6.48031704951165e-05,6.75033025990797e-07,8.77542933788036e-06
"158",2020-08-04,"Bronx",3.17265522215674e-05,6.75033025990797e-07,7.42536328589876e-06
"159",2020-08-05,"Bronx",4.45521797153926e-05,0,6.07529723391717e-06
"160",2020-08-06,"Bronx",4.38771466894018e-05,6.75033025990797e-07,5.40026420792637e-06
"161",2020-08-07,"Bronx",3.57767503775122e-05,0,4.72523118193558e-06
"162",2020-08-08,"Bronx",2.02509907797239e-05,0,4.72523118193558e-06
"163",2020-08-09,"Bronx",1.28256274938251e-05,6.75033025990797e-07,5.40026420792637e-06
"164",2020-08-10,"Bronx",6.00779393131809e-05,6.75033025990797e-07,6.75033025990797e-06
"165",2020-08-11,"Bronx",4.72523118193558e-05,0,6.75033025990797e-06
"166",2020-08-12,"Bronx",3.9826948533457e-05,6.75033025990797e-07,4.72523118193558e-06
"167",2020-08-13,"Bronx",4.11770145854386e-05,6.75033025990797e-07,6.07529723391717e-06
"168",2020-08-14,"Bronx",4.59022457673742e-05,6.75033025990797e-07,4.05019815594478e-06
"169",2020-08-15,"Bronx",2.83513870916135e-05,1.35006605198159e-06,4.05019815594478e-06
"170",2020-08-16,"Bronx",1.55257595977883e-05,1.35006605198159e-06,6.75033025990797e-06
"171",2020-08-17,"Bronx",4.79273448453466e-05,0,6.07529723391717e-06
"172",2020-08-18,"Bronx",3.71268164294938e-05,6.75033025990797e-07,9.45046236387115e-06
"173",2020-08-19,"Bronx",3.37516512995398e-05,0,3.37516512995398e-06
"174",2020-08-20,"Bronx",4.3202113663411e-05,1.35006605198159e-06,9.45046236387115e-06
"175",2020-08-21,"Bronx",3.51017173515214e-05,0,6.07529723391717e-06
"176",2020-08-22,"Bronx",1.95759577537331e-05,0,4.05019815594478e-06
"177",2020-08-23,"Bronx",2.16010568317055e-05,1.35006605198159e-06,2.02509907797239e-06
"178",2020-08-24,"Bronx",4.3202113663411e-05,3.37516512995398e-06,9.45046236387115e-06
"179",2020-08-25,"Bronx",4.3202113663411e-05,6.75033025990797e-07,6.75033025990797e-06
"180",2020-08-26,"Bronx",4.3202113663411e-05,6.75033025990797e-07,3.37516512995398e-06
"181",2020-08-27,"Bronx",3.57767503775122e-05,6.75033025990797e-07,5.40026420792637e-06
"182",2020-08-28,"Bronx",5.19775430012913e-05,1.35006605198159e-06,2.70013210396319e-06
"183",2020-08-29,"Bronx",1.89009247277423e-05,6.75033025990797e-07,4.72523118193558e-06
"184",2020-08-30,"Bronx",1.35006605198159e-05,1.35006605198159e-06,1.35006605198159e-06
"185",2020-08-31,"Bronx",3.10515191955766e-05,6.75033025990797e-07,6.07529723391717e-06
"186",2020-09-01,"Bronx",3.51017173515214e-05,6.75033025990797e-07,3.37516512995398e-06
"187",2020-09-02,"Bronx",2.83513870916135e-05,0,2.70013210396319e-06
"188",2020-09-03,"Bronx",2.70013210396319e-05,0,1.35006605198159e-06
"189",2020-09-04,"Bronx",2.97014531435951e-05,6.75033025990797e-07,6.75033025990797e-06
"190",2020-09-05,"Bronx",2.02509907797239e-05,0,3.37516512995398e-06
"191",2020-09-06,"Bronx",1.21505944678343e-05,1.35006605198159e-06,2.70013210396319e-06
"192",2020-09-07,"Bronx",2.16010568317055e-05,0,1.35006605198159e-06
"193",2020-09-08,"Bronx",5.46776751052545e-05,6.75033025990797e-07,5.40026420792637e-06
"194",2020-09-09,"Bronx",3.78018494554846e-05,6.75033025990797e-07,4.05019815594478e-06
"195",2020-09-10,"Bronx",3.03764861695858e-05,6.75033025990797e-07,1.35006605198159e-06
"196",2020-09-11,"Bronx",3.71268164294938e-05,1.35006605198159e-06,6.07529723391717e-06
"197",2020-09-12,"Bronx",2.36261559096779e-05,6.75033025990797e-07,1.35006605198159e-06
"198",2020-09-13,"Bronx",1.28256274938251e-05,0,1.35006605198159e-06
"199",2020-09-14,"Bronx",5.06274769493097e-05,6.75033025990797e-07,2.70013210396319e-06
"200",2020-09-15,"Bronx",4.18520476114294e-05,1.35006605198159e-06,6.75033025990797e-06
"201",2020-09-16,"Bronx",4.05019815594478e-05,6.75033025990797e-07,4.72523118193558e-06
"202",2020-09-17,"Bronx",4.11770145854386e-05,6.75033025990797e-07,6.75033025990797e-06
"203",2020-09-18,"Bronx",3.03764861695858e-05,6.75033025990797e-07,6.75033025990797e-06
"204",2020-09-19,"Bronx",2.02509907797239e-05,6.75033025990797e-07,2.02509907797239e-06
"205",2020-09-20,"Bronx",2.16010568317055e-05,0,5.40026420792637e-06
"206",2020-09-21,"Bronx",4.92774108973281e-05,6.75033025990797e-07,5.40026420792637e-06
"207",2020-09-22,"Bronx",4.52272127413834e-05,0,4.72523118193558e-06
"208",2020-09-23,"Bronx",6.00779393131809e-05,6.75033025990797e-07,3.37516512995398e-06
"209",2020-09-24,"Bronx",4.79273448453466e-05,0,4.72523118193558e-06
"210",2020-09-25,"Bronx",3.3076618273549e-05,1.35006605198159e-06,5.40026420792637e-06
"211",2020-09-26,"Bronx",2.83513870916135e-05,2.02509907797239e-06,3.37516512995398e-06
"212",2020-09-27,"Bronx",2.16010568317055e-05,0,3.37516512995398e-06
"213",2020-09-28,"Bronx",5.53527081312453e-05,6.75033025990797e-07,4.72523118193558e-06
"214",2020-09-29,"Bronx",4.38771466894018e-05,1.35006605198159e-06,4.72523118193558e-06
"215",2020-09-30,"Bronx",3.51017173515214e-05,1.35006605198159e-06,6.75033025990797e-07
"216",2020-10-01,"Bronx",5.53527081312453e-05,0,4.72523118193558e-06
"217",2020-10-02,"Bronx",5.40026420792637e-05,0,3.37516512995398e-06
"218",2020-10-03,"Bronx",2.29511228836871e-05,6.75033025990797e-07,6.75033025990797e-07
"219",2020-10-04,"Bronx",2.29511228836871e-05,0,2.70013210396319e-06
"220",2020-10-05,"Bronx",6.34531044431349e-05,0,6.75033025990797e-06
"221",2020-10-06,"Bronx",4.52272127413834e-05,0,3.37516512995398e-06
"222",2020-10-07,"Bronx",5.06274769493097e-05,6.75033025990797e-07,6.07529723391717e-06
"223",2020-10-08,"Bronx",5.60277411572361e-05,0,5.40026420792637e-06
"224",2020-10-09,"Bronx",6.21030383911533e-05,6.75033025990797e-07,4.05019815594478e-06
"225",2020-10-10,"Bronx",2.43011889356687e-05,6.75033025990797e-07,2.02509907797239e-06
"226",2020-10-11,"Bronx",2.56512549876503e-05,1.35006605198159e-06,8.10039631188956e-06
"227",2020-10-12,"Bronx",3.57767503775122e-05,6.75033025990797e-07,2.02509907797239e-06
"228",2020-10-13,"Bronx",6.14280053651625e-05,0,6.07529723391717e-06
"229",2020-10-14,"Bronx",6.00779393131809e-05,1.35006605198159e-06,2.70013210396319e-06
"230",2020-10-15,"Bronx",6.14280053651625e-05,6.75033025990797e-07,8.77542933788036e-06
"231",2020-10-16,"Bronx",5.26525760272821e-05,6.75033025990797e-07,6.07529723391717e-06
"232",2020-10-17,"Bronx",4.3202113663411e-05,6.75033025990797e-07,4.72523118193558e-06
"233",2020-10-18,"Bronx",3.03764861695858e-05,1.35006605198159e-06,3.37516512995398e-06
"234",2020-10-19,"Bronx",7.22285337810152e-05,0,6.75033025990797e-06
"235",2020-10-20,"Bronx",6.14280053651625e-05,0,6.07529723391717e-06
"236",2020-10-21,"Bronx",6.48031704951165e-05,0,6.07529723391717e-06
"237",2020-10-22,"Bronx",8.23540291708772e-05,0,6.07529723391717e-06
"238",2020-10-23,"Bronx",7.76287979889416e-05,6.75033025990797e-07,6.07529723391717e-06
"239",2020-10-24,"Bronx",4.92774108973281e-05,0,5.40026420792637e-06
"240",2020-10-25,"Bronx",4.52272127413834e-05,1.35006605198159e-06,5.40026420792637e-06
"241",2020-10-26,"Bronx",8.91043594307851e-05,0,6.07529723391717e-06
"242",2020-10-27,"Bronx",8.03289300929048e-05,2.02509907797239e-06,5.40026420792637e-06
"243",2020-10-28,"Bronx",8.37040952228588e-05,0,5.40026420792637e-06
"244",2020-10-29,"Bronx",6.75033025990797e-05,0,7.42536328589876e-06
"245",2020-10-30,"Bronx",7.76287979889416e-05,6.75033025990797e-07,7.42536328589876e-06
"246",2020-10-31,"Bronx",4.38771466894018e-05,0,4.72523118193558e-06
"247",2020-11-01,"Bronx",3.84768824814754e-05,0,5.40026420792637e-06
"248",2020-11-02,"Bronx",0.000107330251132537,6.75033025990797e-07,9.45046236387115e-06
"249",2020-11-03,"Bronx",0.000103280052976592,1.35006605198159e-06,7.42536328589876e-06
"250",2020-11-04,"Bronx",0.000126231175860279,0,8.77542933788036e-06
"251",2020-11-05,"Bronx",0.000133656539146178,2.02509907797239e-06,9.45046236387115e-06
"252",2020-11-06,"Bronx",0.000129606340990233,2.70013210396319e-06,6.07529723391717e-06
"253",2020-11-07,"Bronx",9.04544254827667e-05,6.75033025990797e-07,1.08005284158527e-05
"254",2020-11-08,"Bronx",7.15535007550244e-05,1.35006605198159e-06,7.42536328589876e-06
"255",2020-11-09,"Bronx",0.000162007926237791,0,1.21505944678343e-05
"256",2020-11-10,"Bronx",0.000184959049121478,1.35006605198159e-06,1.28256274938251e-05
"257",2020-11-11,"Bronx",0.0001613328932118,6.75033025990797e-07,1.55257595977883e-05
"258",2020-11-12,"Bronx",0.000167408190445718,2.70013210396319e-06,1.28256274938251e-05
"259",2020-11-13,"Bronx",0.000183608983069497,6.75033025990797e-07,1.35006605198159e-05
"260",2020-11-14,"Bronx",0.000130281374016224,6.75033025990797e-07,1.68758256497699e-05
"261",2020-11-15,"Bronx",9.11294585087575e-05,1.35006605198159e-06,9.45046236387115e-06
"262",2020-11-16,"Bronx",0.00021196037016111,0,1.62007926237791e-05
"263",2020-11-17,"Bronx",0.000227486129758898,6.75033025990797e-07,1.41756935458067e-05
"264",2020-11-18,"Bronx",0.000207235138979175,0,1.62007926237791e-05
"265",2020-11-19,"Bronx",0.000244361955408668,6.75033025990797e-07,1.48507265717975e-05
"266",2020-11-20,"Bronx",0.000221410832524981,1.35006605198159e-06,1.62007926237791e-05
"267",2020-11-21,"Bronx",0.000171458388601662,6.75033025990797e-07,1.21505944678343e-05
"268",2020-11-22,"Bronx",0.000123531043756316,2.70013210396319e-06,1.01254953898619e-05
"269",2020-11-23,"Bronx",0.000294989432357978,0,2.22760898576963e-05
"270",2020-11-24,"Bronx",0.00025381241777254,1.35006605198159e-06,1.28256274938251e-05
"271",2020-11-25,"Bronx",0.000286889036046089,1.35006605198159e-06,1.68758256497699e-05
"272",2020-11-26,"Bronx",9.24795245607391e-05,6.75033025990797e-07,1.75508586757607e-05
"273",2020-11-27,"Bronx",0.000261237781058438,6.75033025990797e-07,1.62007926237791e-05
"274",2020-11-28,"Bronx",0.000224785997654935,2.70013210396319e-06,1.41756935458067e-05
"275",2020-11-29,"Bronx",0.000164708058341754,2.02509907797239e-06,2.09260238057147e-05
"276",2020-11-30,"Bronx",0.000310515191955766,3.37516512995398e-06,2.76763540656227e-05
"277",2020-12-01,"Bronx",0.000397594452308579,6.75033025990797e-07,2.97014531435951e-05
"278",2020-12-02,"Bronx",0.00036451783403503,2.70013210396319e-06,1.75508586757607e-05
"279",2020-12-03,"Bronx",0.000353042272593187,0,3.17265522215674e-05
"280",2020-12-04,"Bronx",0.000379368560606828,3.37516512995398e-06,2.43011889356687e-05
"281",2020-12-05,"Bronx",0.000219385733447009,2.02509907797239e-06,2.02509907797239e-05
"282",2020-12-06,"Bronx",0.000168083223471708,1.35006605198159e-06,2.43011889356687e-05
"283",2020-12-07,"Bronx",0.000373968296398901,1.35006605198159e-06,3.03764861695858e-05
"284",2020-12-08,"Bronx",0.000334816380891435,2.70013210396319e-06,2.63262880136411e-05
"285",2020-12-09,"Bronx",0.000356417437723141,2.70013210396319e-06,3.84768824814754e-05
"286",2020-12-10,"Bronx",0.000385443857840745,4.72523118193558e-06,2.97014531435951e-05
"287",2020-12-11,"Bronx",0.000338191546021389,2.02509907797239e-06,3.91519155074662e-05
"288",2020-12-12,"Bronx",0.000264612946188392,3.37516512995398e-06,2.56512549876503e-05
"289",2020-12-13,"Bronx",0.000209935271083138,2.70013210396319e-06,2.70013210396319e-05
"290",2020-12-14,"Bronx",0.000414470277958349,2.70013210396319e-06,3.51017173515214e-05
"291",2020-12-15,"Bronx",0.000427970938478165,1.35006605198159e-06,2.76763540656227e-05
"292",2020-12-16,"Bronx",0.000300389696565904,5.40026420792637e-06,3.10515191955766e-05
"293",2020-12-17,"Bronx",0.000179558784913552,4.72523118193558e-06,3.24015852475582e-05
"294",2020-12-18,"Bronx",0.000417845443088303,4.72523118193558e-06,4.52272127413834e-05
"295",2020-12-19,"Bronx",0.000273388375526273,3.37516512995398e-06,3.10515191955766e-05
"296",2020-12-20,"Bronx",0.000197109643589313,2.70013210396319e-06,2.83513870916135e-05
"297",2020-12-21,"Bronx",0.000483998679635401,3.37516512995398e-06,4.3202113663411e-05
"298",2020-12-22,"Bronx",0.000494124175025263,5.40026420792637e-06,3.6451783403503e-05
"299",2020-12-23,"Bronx",0.000428645971504156,4.72523118193558e-06,3.3076618273549e-05
"300",2020-12-24,"Bronx",0.000339541612073371,4.05019815594478e-06,3.3076618273549e-05
"301",2020-12-25,"Bronx",0.000103955086002583,3.37516512995398e-06,2.90264201176043e-05
"302",2020-12-26,"Bronx",0.000362492734957058,5.40026420792637e-06,2.90264201176043e-05
"303",2020-12-27,"Bronx",0.000324015852475582,2.70013210396319e-06,2.29511228836871e-05
