region,value,year
11020,11,2020.0
11703,11,2020.0
11545,11,2020.0
08859,11,2020.0
11509,11,2020.0
10591,11,2020.0
10116,11,2020.0
89147,10,2020.0
11738,10,2020.0
10706,10,2020.0
10920,10,2020.0
11767,10,2020.0
11559,10,2020.0
11518,10,2020.0
10155,10,2020.0
10607,10,2020.0
07036,10,2020.0
11560,10,2020.0
07650,10,2020.0
11109,10,2020.0
11727,10,2020.0
11798,10,2020.0
07108,9,2020.0
11780,9,2020.0
07751,9,2020.0
10118,9,2020.0
10123,9,2020.0
10595,9,2020.0
11754,9,2020.0
11514,9,2020.0
07107,9,2020.0
08701,9,2020.0
10589,9,2020.0
75063,9,2020.0
07302,9,2020.0
11720,9,2020.0
11776,9,2020.0
10163,9,2020.0
11242,9,2020.0
06810,9,2020.0
08816,9,2020.0
07083,9,2020.0
11705,8,2020.0
07052,8,2020.0
07020,8,2020.0
08831,8,2020.0
10989,8,2020.0
12601,8,2020.0
32256,8,2020.0
06830,8,2020.0
07430,8,2020.0
07055,8,2020.0
11953,8,2020.0
10101,8,2020.0
11967,8,2020.0
07022,8,2020.0
10522,8,2020.0
07735,8,2020.0
11740,8,2020.0
10112,8,2020.0
10536,8,2020.0
10918,7,2020.0
10510,7,2020.0
07104,7,2020.0
10502,7,2020.0
07644,7,2020.0
11968,7,2020.0
30071,7,2020.0
98121,7,2020.0
10547,7,2020.0
11784,7,2020.0
07026,7,2020.0
07603,7,2020.0
10605,7,2020.0
10580,7,2020.0
07023,7,2020.0
10506,7,2020.0
07503,7,2020.0
92108,7,2020.0
07506,6,2020.0
07748,6,2020.0
08854,6,2020.0
07657,6,2020.0
07628,6,2020.0
14224,6,2020.0
07013,6,2020.0
10504,6,2020.0
07626,6,2020.0
94954,6,2020.0
12549,6,2020.0
07039,6,2020.0
14207,6,2020.0
07003,6,2020.0
11742,6,2020.0
07670,6,2020.0
11769,6,2020.0
07624,6,2020.0
14228,6,2020.0
11771,6,2020.0
12508,6,2020.0
07746,6,2020.0
11724,6,2020.0
08724,6,2020.0
12534,6,2020.0
63045,6,2020.0
07424,6,2020.0
06831,6,2020.0
11431,6,2020.0
11556,6,2020.0
10150,6,2020.0
10913,6,2020.0
89109,6,2020.0
07722,6,2020.0
12603,6,2020.0
10170,6,2020.0
11777,6,2020.0
11749,6,2020.0
10108,5,2020.0
11202,5,2020.0
06905,5,2020.0
10576,5,2020.0
12701,5,2020.0
11751,5,2020.0
07102,5,2020.0
12564,5,2020.0
07481,5,2020.0
07712,5,2020.0
07661,5,2020.0
07109,5,2020.0
08812,5,2020.0
10606,5,2020.0
07734,5,2020.0
07450,5,2020.0
12401,5,2020.0
07114,5,2020.0
10279,5,2020.0
07090,5,2020.0
30096,5,2020.0
07029,5,2020.0
12563,5,2020.0
75019,5,2020.0
07730,5,2020.0
10594,5,2020.0
06484,5,2020.0
07648,5,2020.0
12589,5,2020.0
55430,5,2020.0
07675,5,2020.0
08861,5,2020.0
30339,5,2020.0
08054,5,2020.0
10120,5,2020.0
07446,5,2020.0
11732,5,2020.0
10925,5,2020.0
07016,5,2020.0
11901,5,2020.0
07960,5,2020.0
43230,5,2020.0
33626,5,2020.0
10994,5,2020.0
12866,5,2020.0
07032,5,2020.0
18301,5,2020.0
07075,5,2020.0
07031,5,2020.0
10533,5,2020.0
18328,5,2020.0
11782,5,2020.0
63042,5,2020.0
07008,5,2020.0
10941,5,2020.0
10520,5,2020.0
18324,5,2020.0
1634,5,2020.0
30328,4,2020.0
10105,4,2020.0
06840,4,2020.0
08817,4,2020.0
34236,4,2020.0
11950,4,2020.0
45040,4,2020.0
10924,4,2020.0
07463,4,2020.0
12561,4,2020.0
14068,4,2020.0
10590,4,2020.0
19034,4,2020.0
10113,4,2020.0
85021,4,2020.0
08520,4,2020.0
07067,4,2020.0
10980,4,2020.0
50266,4,2020.0
92618,4,2020.0
07604,4,2020.0
10103,4,2020.0
85711,4,2020.0
20130,4,2020.0
07042,4,2020.0
10106,4,2020.0
29715,4,2020.0
22043,4,2020.0
43229,4,2020.0
07006,4,2020.0
24011,4,2020.0
85282,4,2020.0
12203,4,2020.0
14210,4,2020.0
55437,4,2020.0
10976,4,2020.0
07643,4,2020.0
12721,4,2020.0
12207,4,2020.0
10165,4,2020.0
60018,4,2020.0
07605,4,2020.0
12200,4,2020.0
08872,4,2020.0
11247,4,2020.0
08844,4,2020.0
07071,4,2020.0
75024,4,2020.0
23320,4,2020.0
10153,4,2020.0
10514,4,2020.0
11961,4,2020.0
11709,4,2020.0
11752,4,2020.0
10532,4,2020.0
06460,4,2020.0
06067,4,2020.0
08901,4,2020.0
08837,4,2020.0
19801,4,2020.0
33139,4,2020.0
07043,4,2020.0
07205,4,2020.0
07040,4,2020.0
10537,4,2020.0
07607,4,2020.0
11721,4,2020.0
07645,4,2020.0
07005,4,2020.0
08540,4,2020.0
80111,4,2020.0
94103,4,2020.0
07407,4,2020.0
10501,4,2020.0
10166,4,2020.0
33716,4,2020.0
80112,4,2020.0
07401,4,2020.0
33614,4,2020.0
23452,4,2020.0
07110,4,2020.0
07458,4,2020.0
08002,4,2020.0
07204,4,2020.0
06811,4,2020.0
10983,4,2020.0
14094,4,2020.0
07018,4,2020.0
07701,4,2020.0
11978,4,2020.0
07033,3,2020.0
20003,3,2020.0
10151,3,2020.0
10548,3,2020.0
08060,3,2020.0
07060,3,2020.0
08723,3,2020.0
10174,3,2020.0
07753,3,2020.0
10992,3,2020.0
07310,3,2020.0
07762,3,2020.0
65202,3,2020.0
56303,3,2020.0
14623,3,2020.0
07901,3,2020.0
93311,3,2020.0
1780,3,2020.0
75067,3,2020.0
07981,3,2020.0
08721,3,2020.0
41105,3,2020.0
66215,3,2020.0
48083,3,2020.0
75234,3,2020.0
11778,3,2020.0
33326,3,2020.0
98036,3,2020.0
07054,3,2020.0
12518,3,2020.0
12775,3,2020.0
11005,3,2020.0
08527,3,2020.0
06877,3,2020.0
10507,3,2020.0
06607,3,2020.0
33431,3,2020.0
07660,3,2020.0
07028,3,2020.0
10970,3,2020.0
75205,3,2020.0
06514,3,2020.0
10175,3,2020.0
10172,3,2020.0
08757,3,2020.0
07014,3,2020.0
97005,3,2020.0
07724,3,2020.0
07932,3,2020.0
07928,3,2020.0
07840,3,2020.0
19007,3,2020.0
20906,3,2020.0
23502,3,2020.0
08830,3,2020.0
77478,3,2020.0
07079,3,2020.0
10516,3,2020.0
12582,3,2020.0
75038,3,2020.0
37214,3,2020.0
10917,3,2020.0
10169,3,2020.0
55113,3,2020.0
10916,3,2020.0
10176,3,2020.0
07649,3,2020.0
06820,3,2020.0
11946,3,2020.0
10987,3,2020.0
07630,3,2020.0
92806,3,2020.0
12521,3,2020.0
07508,3,2020.0
12586,3,2020.0
18466,3,2020.0
10178,3,2020.0
08852,3,2020.0
11790,3,2020.0
10041,3,2020.0
06605,3,2020.0
10281,3,2020.0
18428,3,2020.0
06468,3,2020.0
33432,3,2020.0
11579,3,2020.0
11730,3,2020.0
12201,3,2020.0
44444,3,2020.0
07874,3,2020.0
13760,3,2020.0
60062,3,2020.0
14845,3,2020.0
08759,3,2020.0
06611,3,2020.0
19044,3,2020.0
22202,3,2020.0
08902,3,2020.0
11042,3,2020.0
20002,3,2020.0
22314,3,2020.0
07202,3,2020.0
08846,3,2020.0
07076,3,2020.0
33441,3,2020.0
12572,3,2020.0
11719,3,2020.0
17011,3,2020.0
32202,3,2020.0
07920,3,2020.0
46219,3,2020.0
07871,3,2020.0
78216,3,2020.0
11547,3,2020.0
06606,3,2020.0
10962,3,2020.0
77042,3,2020.0
10960,3,2020.0
10958,3,2020.0
91361,3,2020.0
30144,3,2020.0
77057,3,2020.0
06470,3,2020.0
06804,3,2020.0
12524,3,2020.0
85004,3,2020.0
08873,3,2020.0
14850,3,2020.0
32303,3,2020.0
56377,3,2020.0
10968,3,2020.0
06824,3,2020.0
85284,3,2020.0
92121,3,2020.0
60630,3,2020.0
19709,3,2020.0
07834,3,2020.0
07663,3,2020.0
07105,3,2020.0
07866,3,2020.0
07504,3,2020.0
10121,3,2020.0
12477,3,2020.0
12211,3,2020.0
07801,3,2020.0
85040,3,2020.0
00000,3,2020.0
01803,2,2020.0
33434,2,2020.0
40010,2,2020.0
02061,2,2020.0
07201,2,2020.0
19342,2,2020.0
97267,2,2020.0
19701,2,2020.0
53005,2,2020.0
10588,2,2020.0
06108,2,2020.0
11024,2,2020.0
55304,2,2020.0
97205,2,2020.0
75039,2,2020.0
14043,2,2020.0
84119,2,2020.0
92868,2,2020.0
12831,2,2020.0
07080,2,2020.0
30518,2,2020.0
60045,2,2020.0
60714,2,2020.0
63122,2,2020.0
32765,2,2020.0
46037,2,2020.0
06851,2,2020.0
60173,2,2020.0
29210,2,2020.0
23230,2,2020.0
07072,2,2020.0
60077,2,2020.0
12901,2,2020.0
77041,2,2020.0
60004,2,2020.0
08057,2,2020.0
75201,2,2020.0
07050,2,2020.0
01532,2,2020.0
19107,2,2020.0
11949,2,2020.0
66219,2,2020.0
37075,2,2020.0
12719,2,2020.0
74136,2,2020.0
89501,2,2020.0
07501,2,2020.0
48331,2,2020.0
10008,2,2020.0
17111,2,2020.0
06807,2,2020.0
18706,2,2020.0
14127,2,2020.0
12547,2,2020.0
1781,2,2020.0
10986,2,2020.0
12180,2,2020.0
61761,2,2020.0
12110,2,2020.0
19014,2,2020.0
14217,2,2020.0
73112,2,2020.0
19106,2,2020.0
95834,2,2020.0
55344,2,2020.0
06790,2,2020.0
03103,2,2020.0
07078,2,2020.0
23513,2,2020.0
61834,2,2020.0
32746,2,2020.0
76248,2,2020.0
12303,2,2020.0
78744,2,2020.0
91423,2,2020.0
29609,2,2020.0
60035,2,2020.0
18337,2,2020.0
75082,2,2020.0
80246,2,2020.0
12461,2,2020.0
1101,2,2020.0
92008,2,2020.0
33134,2,2020.0
02062,2,2020.0
13202,2,2020.0
32751,2,2020.0
85712,2,2020.0
90403,2,2020.0
96753,2,2020.0
12076,2,2020.0
30067,2,2020.0
06812,2,2020.0
000,2,2020.0
36609,2,2020.0
22207,2,2020.0
20110,2,2020.0
33619,2,2020.0
19711,2,2020.0
07974,2,2020.0
12100,2,2020.0
15220,2,2020.0
85034,2,2020.0
92025,2,2020.0
75219,2,2020.0
06450,2,2020.0
06477,2,2020.0
75701,2,2020.0
47708,2,2020.0
60604,2,2020.0
75081,2,2020.0
08534,2,2020.0
50613,2,2020.0
33308,2,2020.0
11548,2,2020.0
40070,2,2020.0
43215,2,2020.0
54302,2,2020.0
74146,2,2020.0
19053,2,2020.0
35209,2,2020.0
55343,2,2020.0
21211,2,2020.0
06109,2,2020.0
1550,2,2020.0
12570,2,2020.0
34604,2,2020.0
85249,2,2020.0
11933,2,2020.0
85029,2,2020.0
21401,2,2020.0
48076,2,2020.0
08016,2,2020.0
10524,2,2020.0
08629,2,2020.0
06850,2,2020.0
10930,2,2020.0
11937,2,2020.0
91360,2,2020.0
56010,2,2020.0
14150,2,2020.0
10167,2,2020.0
10154,2,2020.0
90230,2,2020.0
27713,2,2020.0
30022,2,2020.0
14614,2,2020.0
07057,2,2020.0
07936,2,2020.0
80110,2,2020.0
06890,2,2020.0
22312,2,2020.0
20912,2,2020.0
10185,2,2020.0
85262,2,2020.0
11939,2,2020.0
11934,2,2020.0
07203,2,2020.0
07836,2,2020.0
19128,2,2020.0
07738,2,2020.0
40741,2,2020.0
08034,2,2020.0
32780,2,2020.0
83687,2,2020.0
22424,2,2020.0
12065,2,2020.0
14604,2,2020.0
19010,2,2020.0
08753,2,2020.0
07012,2,2020.0
37067,2,2020.0
49684,2,2020.0
02184,2,2020.0
85286,2,2020.0
13204,2,2020.0
87501,2,2020.0
01887,2,2020.0
11713,2,2020.0
19382,2,2020.0
32960,2,2020.0
32536,2,2020.0
07444,2,2020.0
32835,2,2020.0
47130,2,2020.0
44114,2,2020.0
85028,2,2020.0
06901,2,2020.0
40007,2,2020.0
10173,2,2020.0
90503,2,2020.0
32750,2,2020.0
89119,2,2020.0
41048,2,2020.0
07206,2,2020.0
08618,2,2020.0
92009,2,2020.0
13732,2,2020.0
30092,2,2020.0
11792,2,2020.0
77338,2,2020.0
98021,2,2020.0
06515,2,2020.0
60008,2,2020.0
55902,2,2020.0
20015,2,2020.0
08550,2,2020.0
06854,2,2020.0
10107,2,2020.0
10055,2,2020.0
20896,2,2020.0
32159,2,2020.0
06903,2,2020.0
12194,2,2020.0
80014,2,2020.0
10511,2,2020.0
06906,2,2020.0
60622,2,2020.0
85224,2,2020.0
98201,2,2020.0
10159,2,2020.0
07208,2,2020.0
78750,2,2020.0
28273,2,2020.0
12167,2,2020.0
07452,2,2020.0
10928,2,2020.0
11940,2,2020.0
07740,2,2020.0
07058,2,2020.0
40223,2,2020.0
12481,2,2020.0
10271,2,2020.0
08026,2,2020.0
13820,2,2020.0
12054,2,2020.0
93401,2,2020.0
33428,2,2020.0
08535,2,2020.0
06001,2,2020.0
08003,2,2020.0
18015,2,2020.0
11942,2,2020.0
45080,2,2020.0
11930,2,2020.0
75090,2,2020.0
75075,2,2020.0
08081,2,2020.0
60612,2,2020.0
13214,2,2020.0
10526,2,2020.0
07442,2,2020.0
10963,2,2020.0
22201,2,2020.0
07405,2,2020.0
14225,2,2020.0
10560,2,2020.0
07095,2,2020.0
20814,2,2020.0
07640,2,2020.0
14227,2,2020.0
06870,2,2020.0
15218,2,2020.0
12754,2,2020.0
08731,2,2020.0
91316,2,2020.0
10923,2,2020.0
28227,2,2020.0
12206,2,2020.0
07063,2,2020.0
07421,2,2020.0
77035,2,2020.0
18330,2,2020.0
14211,2,2020.0
08736,2,2020.0
08053,2,2020.0
45822,2,2020.0
33186,2,2020.0
33323,2,2020.0
02116,2,2020.0
13778,2,2020.0
55433,2,2020.0
14059,2,2020.0
44087,2,2020.0
00850,2,2020.0
46240,2,2020.0
10505,2,2020.0
07073,2,2020.0
33004,2,2020.0
01810,2,2020.0
60563,2,2020.0
71292,2,2020.0
12566,2,2020.0
55126,2,2020.0
89118,2,2020.0
19601,2,2020.0
07101,2,2020.0
38016,2,2020.0
33066,2,2020.0
18436,2,2020.0
98011,2,2020.0
12205,2,2020.0
94107,2,2020.0
14223,2,2020.0
06615,2,2020.0
11786,2,2020.0
11755,2,2020.0
06801,2,2020.0
89117,2,2020.0
18360,2,2020.0
55441,2,2020.0
10162,2,2020.0
20036,2,2020.0
45601,2,2020.0
08690,2,2020.0
08824,2,2020.0
10926,2,2020.0
23233,2,2020.0
20854,2,2020.0
10168,2,2020.0
18064,2,2020.0
10111,2,2020.0
40245,2,2020.0
08050,2,2020.0
33180,2,2020.0
06461,2,2020.0
L3X1V,2,2020.0
20024,2,2020.0
92010,2,2020.0
02472,2,2020.0
08510,2,2020.0
06897,2,2020.0
50701,2,2020.0
33321,2,2020.0
27709,2,2020.0
08884,2,2020.0
18049,2,2020.0
33770,2,2020.0
07716,2,2020.0
13842,2,2020.0
33160,2,2020.0
12571,2,2020.0
12514,2,2020.0
11385,660,2020.5
10036,628,2020.5
11220,571,2020.5
11368,554,2020.5
11218,550,2020.5
11214,543,2020.5
11234,537,2020.5
10019,532,2020.5
10314,517,2020.5
11235,506,2020.5
10001,497,2020.5
11372,496,2020.5
11223,494,2020.5
10467,479,2020.5
11229,465,2020.5
11207,456,2020.5
11354,447,2020.5
11419,440,2020.5
11230,437,2020.5
10462,435,2020.5
10003,433,2020.5
11101,433,2020.5
10002,428,2020.5
11377,428,2020.5
11208,421,2020.5
10025,417,2020.5
11432,416,2020.5
11226,416,2020.5
11209,410,2020.5
10011,408,2020.5
10458,408,2020.5
11215,403,2020.5
10461,402,2020.5
10453,400,2020.5
11211,388,2020.5
11373,383,2020.5
10016,383,2020.5
10452,379,2020.5
10456,376,2020.5
11236,375,2020.5
10029,372,2020.5
10013,370,2020.5
10022,370,2020.5
10469,366,2020.5
11204,366,2020.5
10017,363,2020.5
11435,363,2020.5
10018,361,2020.5
10306,361,2020.5
10457,360,2020.5
11355,355,2020.5
11219,350,2020.5
11212,334,2020.5
11375,333,2020.5
11103,331,2020.5
11201,329,2020.5
10468,327,2020.5
10305,326,2020.5
11222,326,2020.5
10472,325,2020.5
11378,323,2020.5
11221,323,2020.5
11203,318,2020.5
11420,306,2020.5
10024,298,2020.5
10312,298,2020.5
11418,296,2020.5
10027,295,2020.5
11206,292,2020.5
10023,291,2020.5
11237,289,2020.5
10463,286,2020.5
11105,286,2020.5
11434,277,2020.5
10460,273,2020.5
10466,268,2020.5
11106,264,2020.5
10014,263,2020.5
10455,261,2020.5
10009,261,2020.5
10128,261,2020.5
10451,256,2020.5
10459,255,2020.5
11216,254,2020.5
11238,251,2020.5
10309,244,2020.5
10010,243,2020.5
11357,243,2020.5
10031,243,2020.5
10028,242,2020.5
11379,240,2020.5
10033,240,2020.5
11232,236,2020.5
11210,236,2020.5
10021,235,2020.5
10304,231,2020.5
11374,230,2020.5
11417,224,2020.5
11213,223,2020.5
10301,218,2020.5
10032,217,2020.5
11358,216,2020.5
11217,215,2020.5
11231,214,2020.5
10026,214,2020.5
10034,209,2020.5
10310,206,2020.5
10012,204,2020.5
11233,201,2020.5
11102,200,2020.5
11224,198,2020.5
11433,198,2020.5
10065,198,2020.5
11365,197,2020.5
10465,197,2020.5
10303,195,2020.5
11228,195,2020.5
11416,194,2020.5
11421,192,2020.5
10302,192,2020.5
11225,191,2020.5
10473,191,2020.5
10035,190,2020.5
11361,179,2020.5
10038,178,2020.5
11414,178,2020.5
10454,176,2020.5
10040,169,2020.5
11205,169,2020.5
11413,168,2020.5
11104,162,2020.5
11367,160,2020.5
10475,157,2020.5
11423,155,2020.5
11580,148,2020.5
11412,146,2020.5
11364,141,2020.5
10075,140,2020.5
11356,139,2020.5
11428,138,2020.5
10007,138,2020.5
10308,138,2020.5
11369,134,2020.5
11691,131,2020.5
11429,127,2020.5
11040,125,2020.5
10030,124,2020.5
11422,124,2020.5
11426,124,2020.5
10704,123,2020.5
10474,122,2020.5
11366,114,2020.5
11249,112,2020.5
11370,111,2020.5
10039,104,2020.5
11694,103,2020.5
10470,99,2020.5
11427,91,2020.5
10004,90,2020.5
10307,90,2020.5
10037,89,2020.5
11362,89,2020.5
10550,87,2020.5
11003,87,2020.5
11001,83,2020.5
11436,83,2020.5
11801,81,2020.5
10005,80,2020.5
11590,80,2020.5
10701,78,2020.5
11415,77,2020.5
11746,76,2020.5
11520,76,2020.5
11693,74,2020.5
11004,73,2020.5
10801,69,2020.5
11411,68,2020.5
10471,68,2020.5
11581,66,2020.5
11714,64,2020.5
11550,64,2020.5
10705,63,2020.5
11735,61,2020.5
11010,61,2020.5
11756,61,2020.5
11501,59,2020.5
11572,57,2020.5
11710,56,2020.5
11360,55,2020.5
11530,54,2020.5
11239,50,2020.5
11554,50,2020.5
10710,49,2020.5
11692,49,2020.5
11803,46,2020.5
11430,45,2020.5
11757,44,2020.5
11758,44,2020.5
11729,43,2020.5
11747,43,2020.5
11510,42,2020.5
11552,42,2020.5
11706,40,2020.5
11096,39,2020.5
11561,38,2020.5
11021,37,2020.5
10541,37,2020.5
11542,35,2020.5
10708,35,2020.5
11779,35,2020.5
10583,34,2020.5
11791,33,2020.5
10020,33,2020.5
11563,32,2020.5
11743,32,2020.5
11793,31,2020.5
10280,30,2020.5
10006,30,2020.5
11566,30,2020.5
07093,29,2020.5
11701,29,2020.5
07306,29,2020.5
10965,27,2020.5
10464,27,2020.5
11050,27,2020.5
11553,27,2020.5
10805,26,2020.5
10703,26,2020.5
11507,26,2020.5
10603,26,2020.5
11704,26,2020.5
10573,26,2020.5
11717,25,2020.5
10598,24,2020.5
11570,24,2020.5
11363,24,2020.5
10956,24,2020.5
11030,23,2020.5
10552,23,2020.5
07047,22,2020.5
11516,22,2020.5
10707,22,2020.5
11726,22,2020.5
10803,22,2020.5
11716,21,2020.5
11787,21,2020.5
11598,21,2020.5
11371,20,2020.5
07666,20,2020.5
11725,20,2020.5
07111,20,2020.5
12533,20,2020.5
07601,20,2020.5
11575,19,2020.5
10562,19,2020.5
10604,19,2020.5
11596,19,2020.5
08857,19,2020.5
11577,19,2020.5
11023,19,2020.5
10523,19,2020.5
07410,19,2020.5
11762,18,2020.5
10709,18,2020.5
10553,18,2020.5
14221,18,2020.5
07304,18,2020.5
11741,18,2020.5
10543,18,2020.5
10044,17,2020.5
11783,17,2020.5
07010,17,2020.5
11768,17,2020.5
10282,17,2020.5
07747,16,2020.5
11753,16,2020.5
11795,16,2020.5
12590,16,2020.5
07087,16,2020.5
10512,16,2020.5
07103,16,2020.5
10954,16,2020.5
10566,15,2020.5
07024,15,2020.5
10530,15,2020.5
07305,15,2020.5
11763,15,2020.5
10901,14,2020.5
10567,14,2020.5
10538,14,2020.5
11788,14,2020.5
11772,14,2020.5
11731,14,2020.5
12550,14,2020.5
11722,14,2020.5
07106,14,2020.5
10804,14,2020.5
07726,14,2020.5
10069,13,2020.5
11766,13,2020.5
10528,13,2020.5
07112,13,2020.5
11697,13,2020.5
10119,13,2020.5
10579,13,2020.5
07470,13,2020.5
10509,13,2020.5
10977,13,2020.5
11565,13,2020.5
45242,12,2020.5
07070,12,2020.5
08879,12,2020.5
11576,12,2020.5
07030,12,2020.5
07086,12,2020.5
29601,12,2020.5
06902,12,2020.5
10570,12,2020.5
10950,12,2020.5
11733,12,2020.5
10940,12,2020.5
07631,12,2020.5
11797,12,2020.5
07011,12,2020.5
07307,12,2020.5
11020,11,2020.5
10591,11,2020.5
10601,11,2020.5
10952,11,2020.5
10549,11,2020.5
07728,11,2020.5
08859,11,2020.5
10990,11,2020.5
10706,11,2020.5
11509,11,2020.5
11558,11,2020.5
11798,11,2020.5
12553,11,2020.5
10920,11,2020.5
07002,11,2020.5
11776,10,2020.5
11702,10,2020.5
11727,10,2020.5
11738,10,2020.5
11557,10,2020.5
11560,10,2020.5
07621,10,2020.5
10155,10,2020.5
11703,10,2020.5
07094,10,2020.5
11559,10,2020.5
07107,10,2020.5
07751,10,2020.5
89147,10,2020.5
11518,10,2020.5
07036,10,2020.5
11545,10,2020.5
10589,9,2020.5
10116,9,2020.5
11514,9,2020.5
10118,9,2020.5
07108,9,2020.5
10123,9,2020.5
75063,9,2020.5
11720,9,2020.5
11754,9,2020.5
07652,9,2020.5
10607,9,2020.5
10595,9,2020.5
07735,9,2020.5
08701,9,2020.5
11242,8,2020.5
08816,8,2020.5
07055,8,2020.5
11953,8,2020.5
32256,8,2020.5
07731,8,2020.5
07083,8,2020.5
07302,8,2020.5
10989,8,2020.5
07430,8,2020.5
11109,8,2020.5
06830,8,2020.5
10536,8,2020.5
11967,8,2020.5
11780,8,2020.5
10112,8,2020.5
07017,8,2020.5
11968,8,2020.5
11767,8,2020.5
98121,7,2020.5
10522,7,2020.5
30071,7,2020.5
11740,7,2020.5
08831,7,2020.5
10918,7,2020.5
10506,7,2020.5
10547,7,2020.5
07026,7,2020.5
10510,7,2020.5
10605,7,2020.5
08724,7,2020.5
10502,7,2020.5
07644,7,2020.5
12601,7,2020.5
92108,7,2020.5
07023,7,2020.5
10163,7,2020.5
06810,7,2020.5
07624,6,2020.5
10606,6,2020.5
11742,6,2020.5
07603,6,2020.5
08854,6,2020.5
12589,6,2020.5
63042,6,2020.5
10913,6,2020.5
94954,6,2020.5
10504,6,2020.5
11705,6,2020.5
07022,6,2020.5
10101,6,2020.5
07008,6,2020.5
07748,6,2020.5
10576,6,2020.5
07052,6,2020.5
12534,6,2020.5
07632,6,2020.5
07013,6,2020.5
12207,6,2020.5
07670,6,2020.5
89109,6,2020.5
07746,6,2020.5
11724,6,2020.5
07020,6,2020.5
12701,6,2020.5
07102,6,2020.5
14228,6,2020.5
18301,6,2020.5
07650,6,2020.5
11784,6,2020.5
11769,6,2020.5
10580,6,2020.5
10170,6,2020.5
11771,6,2020.5
07003,6,2020.5
14224,6,2020.5
63045,6,2020.5
07506,6,2020.5
06831,6,2020.5
12603,6,2020.5
12549,6,2020.5
14207,6,2020.5
07657,5,2020.5
07104,5,2020.5
10108,5,2020.5
11202,5,2020.5
11777,5,2020.5
07032,5,2020.5
06905,5,2020.5
11749,5,2020.5
10594,5,2020.5
07114,5,2020.5
12563,5,2020.5
07661,5,2020.5
06811,5,2020.5
10533,5,2020.5
07481,5,2020.5
18328,5,2020.5
07031,5,2020.5
80111,5,2020.5
18324,5,2020.5
07450,5,2020.5
07004,5,2020.5
30096,5,2020.5
08812,5,2020.5
10994,5,2020.5
10520,5,2020.5
07605,5,2020.5
07424,5,2020.5
30339,5,2020.5
08054,5,2020.5
12564,5,2020.5
10941,5,2020.5
07016,5,2020.5
07626,5,2020.5
07675,5,2020.5
08861,5,2020.5
20130,5,2020.5
07109,5,2020.5
06484,5,2020.5
07734,5,2020.5
08837,5,2020.5
11901,5,2020.5
07648,5,2020.5
12508,5,2020.5
55430,5,2020.5
08540,5,2020.5
11732,5,2020.5
1634,5,2020.5
12401,5,2020.5
12866,5,2020.5
43230,5,2020.5
33626,5,2020.5
11782,5,2020.5
75019,5,2020.5
11431,5,2020.5
06067,4,2020.5
11556,4,2020.5
07029,4,2020.5
29715,4,2020.5
85711,4,2020.5
10537,4,2020.5
50266,4,2020.5
10980,4,2020.5
12203,4,2020.5
24011,4,2020.5
45040,4,2020.5
10514,4,2020.5
11978,4,2020.5
34236,4,2020.5
08844,4,2020.5
75024,4,2020.5
22043,4,2020.5
10532,4,2020.5
11709,4,2020.5
07643,4,2020.5
10105,4,2020.5
11961,4,2020.5
07446,4,2020.5
10103,4,2020.5
33614,4,2020.5
11950,4,2020.5
07040,4,2020.5
07067,4,2020.5
07090,4,2020.5
07604,4,2020.5
07960,4,2020.5
07722,4,2020.5
14210,4,2020.5
07645,4,2020.5
10150,4,2020.5
10165,4,2020.5
11778,4,2020.5
14094,4,2020.5
10924,4,2020.5
07730,4,2020.5
11247,4,2020.5
07458,4,2020.5
07407,4,2020.5
11751,4,2020.5
23320,4,2020.5
07006,4,2020.5
12200,4,2020.5
10983,4,2020.5
14068,4,2020.5
19034,4,2020.5
80112,4,2020.5
06840,4,2020.5
08002,4,2020.5
92121,4,2020.5
85282,4,2020.5
08872,4,2020.5
10590,4,2020.5
07005,4,2020.5
60018,4,2020.5
10925,4,2020.5
10120,4,2020.5
11721,4,2020.5
07205,4,2020.5
07401,4,2020.5
06460,4,2020.5
10153,4,2020.5
85021,4,2020.5
07071,4,2020.5
23452,4,2020.5
18466,4,2020.5
07701,4,2020.5
12721,4,2020.5
75067,4,2020.5
07801,4,2020.5
10166,4,2020.5
07628,4,2020.5
07018,4,2020.5
43229,4,2020.5
19801,4,2020.5
10501,4,2020.5
07110,4,2020.5
33716,4,2020.5
10976,4,2020.5
55437,4,2020.5
07712,4,2020.5
07039,4,2020.5
19342,4,2020.5
92618,3,2020.5
93311,3,2020.5
07204,3,2020.5
77057,3,2020.5
11946,3,2020.5
10172,3,2020.5
06470,3,2020.5
85029,3,2020.5
14150,3,2020.5
56377,3,2020.5
19044,3,2020.5
07901,3,2020.5
08817,3,2020.5
10169,3,2020.5
20906,3,2020.5
30144,3,2020.5
41105,3,2020.5
78216,3,2020.5
33431,3,2020.5
11005,3,2020.5
85284,3,2020.5
08520,3,2020.5
33326,3,2020.5
12518,3,2020.5
60630,3,2020.5
10968,3,2020.5
10175,3,2020.5
10151,3,2020.5
07840,3,2020.5
07206,3,2020.5
07762,3,2020.5
20003,3,2020.5
55113,3,2020.5
07630,3,2020.5
97005,3,2020.5
75038,3,2020.5
08757,3,2020.5
06514,3,2020.5
11042,3,2020.5
60173,3,2020.5
12582,3,2020.5
10548,3,2020.5
07060,3,2020.5
48083,3,2020.5
14623,3,2020.5
77478,3,2020.5
12524,3,2020.5
10174,3,2020.5
10507,3,2020.5
33432,3,2020.5
