region,value,year
06607,3,2020.5
07660,3,2020.5
07208,3,2020.5
85040,3,2020.5
07042,3,2020.5
07981,3,2020.5
07920,3,2020.5
07463,3,2020.5
07753,3,2020.5
98036,3,2020.5
07073,3,2020.5
18428,3,2020.5
85004,3,2020.5
92868,3,2020.5
12775,3,2020.5
66215,3,2020.5
46037,3,2020.5
07054,3,2020.5
23502,3,2020.5
07724,3,2020.5
75234,3,2020.5
40245,3,2020.5
08060,3,2020.5
75205,3,2020.5
07033,3,2020.5
10516,3,2020.5
10992,3,2020.5
65202,3,2020.5
37214,3,2020.5
00000,3,2020.5
1780,3,2020.5
30328,3,2020.5
07871,3,2020.5
07928,3,2020.5
07932,3,2020.5
33139,3,2020.5
56303,3,2020.5
12211,3,2020.5
77042,3,2020.5
32303,3,2020.5
06804,3,2020.5
10917,3,2020.5
10958,3,2020.5
32202,3,2020.5
07663,3,2020.5
06605,3,2020.5
10916,3,2020.5
12201,3,2020.5
46219,3,2020.5
22314,3,2020.5
07095,3,2020.5
07504,3,2020.5
08873,3,2020.5
07727,3,2020.5
08759,3,2020.5
33441,3,2020.5
91361,3,2020.5
12572,3,2020.5
10960,3,2020.5
06820,3,2020.5
08902,3,2020.5
14850,3,2020.5
10279,3,2020.5
10281,3,2020.5
06468,3,2020.5
14845,3,2020.5
12521,3,2020.5
11752,3,2020.5
11547,3,2020.5
06611,3,2020.5
08527,3,2020.5
07834,3,2020.5
44444,3,2020.5
07076,3,2020.5
12561,3,2020.5
10041,3,2020.5
22202,3,2020.5
08723,3,2020.5
06897,3,2020.5
11730,3,2020.5
07014,3,2020.5
07607,3,2020.5
10962,3,2020.5
07202,3,2020.5
10987,3,2020.5
07057,3,2020.5
10178,3,2020.5
06606,3,2020.5
11579,3,2020.5
17011,3,2020.5
10106,3,2020.5
60062,3,2020.5
92806,3,2020.5
10176,3,2020.5
22201,3,2020.5
11790,3,2020.5
15220,2,2020.5
14225,2,2020.5
06906,2,2020.5
08846,2,2020.5
1101,2,2020.5
28227,2,2020.5
32765,2,2020.5
12205,2,2020.5
19107,2,2020.5
08081,2,2020.5
33619,2,2020.5
76244,2,2020.5
77041,2,2020.5
55344,2,2020.5
07503,2,2020.5
55343,2,2020.5
12566,2,2020.5
07501,2,2020.5
33066,2,2020.5
10008,2,2020.5
20002,2,2020.5
61761,2,2020.5
77014,2,2020.5
75039,2,2020.5
18706,2,2020.5
60148,2,2020.5
07012,2,2020.5
12547,2,2020.5
60612,2,2020.5
89118,2,2020.5
13202,2,2020.5
55304,2,2020.5
66219,2,2020.5
10923,2,2020.5
18360,2,2020.5
07080,2,2020.5
11930,2,2020.5
85712,2,2020.5
02061,2,2020.5
91762,2,2020.5
08050,2,2020.5
19014,2,2020.5
60604,2,2020.5
08852,2,2020.5
1550,2,2020.5
06109,2,2020.5
11942,2,2020.5
H3L3T,2,2020.5
06108,2,2020.5
48331,2,2020.5
12719,2,2020.5
37075,2,2020.5
36609,2,2020.5
07072,2,2020.5
85044,2,2020.5
08535,2,2020.5
84119,2,2020.5
06461,2,2020.5
07442,2,2020.5
37067,2,2020.5
02062,2,2020.5
13760,2,2020.5
55126,2,2020.5
23513,2,2020.5
08057,2,2020.5
10505,2,2020.5
40010,2,2020.5
33463,2,2020.5
14604,2,2020.5
33434,2,2020.5
21701,2,2020.5
03103,2,2020.5
000,2,2020.5
07649,2,2020.5
97267,2,2020.5
54302,2,2020.5
78744,2,2020.5
92008,2,2020.5
78741,2,2020.5
60035,2,2020.5
18337,2,2020.5
32835,2,2020.5
75082,2,2020.5
13842,2,2020.5
85034,2,2020.5
61834,2,2020.5
07508,2,2020.5
07043,2,2020.5
11713,2,2020.5
10173,2,2020.5
27713,2,2020.5
54449,2,2020.5
20912,2,2020.5
11719,2,2020.5
60714,2,2020.5
06450,2,2020.5
33180,2,2020.5
10926,2,2020.5
96753,2,2020.5
01532,2,2020.5
33134,2,2020.5
12180,2,2020.5
22207,2,2020.5
32751,2,2020.5
20110,2,2020.5
90403,2,2020.5
14127,2,2020.5
12076,2,2020.5
23233,2,2020.5
06812,2,2020.5
17111,2,2020.5
33609,2,2020.5
33770,2,2020.5
19711,2,2020.5
12586,2,2020.5
06807,2,2020.5
08016,2,2020.5
10526,2,2020.5
19701,2,2020.5
06850,2,2020.5
07740,2,2020.5
14614,2,2020.5
12461,2,2020.5
85224,2,2020.5
20015,2,2020.5
12100,2,2020.5
12570,2,2020.5
10588,2,2020.5
1781,2,2020.5
60077,2,2020.5
71292,2,2020.5
11939,2,2020.5
75701,2,2020.5
12754,2,2020.5
30067,2,2020.5
50613,2,2020.5
97205,2,2020.5
73112,2,2020.5
00850,2,2020.5
74146,2,2020.5
35209,2,2020.5
80246,2,2020.5
12831,2,2020.5
07075,2,2020.5
14043,2,2020.5
14217,2,2020.5
10930,2,2020.5
07974,2,2020.5
07874,2,2020.5
60045,2,2020.5
06903,2,2020.5
92009,2,2020.5
12194,2,2020.5
32960,2,2020.5
60008,2,2020.5
61602,2,2020.5
43215,2,2020.5
06776,2,2020.5
48076,2,2020.5
19106,2,2020.5
11933,2,2020.5
11786,2,2020.5
06515,2,2020.5
34604,2,2020.5
46240,2,2020.5
10986,2,2020.5
06801,2,2020.5
19007,2,2020.5
08618,2,2020.5
44114,2,2020.5
23230,2,2020.5
10993,2,2020.5
30022,2,2020.5
08731,2,2020.5
08510,2,2020.5
07640,2,2020.5
20814,2,2020.5
10524,2,2020.5
40007,2,2020.5
70002,2,2020.5
07028,2,2020.5
47708,2,2020.5
08884,2,2020.5
12514,2,2020.5
14411,2,2020.5
07444,2,2020.5
06877,2,2020.5
89501,2,2020.5
30092,2,2020.5
10168,2,2020.5
32907,2,2020.5
07050,2,2020.5
63122,2,2020.5
33308,2,2020.5
10511,2,2020.5
30518,2,2020.5
08736,2,2020.5
10111,2,2020.5
80014,2,2020.5
94107,2,2020.5
29609,2,2020.5
27709,2,2020.5
80110,2,2020.5
47130,2,2020.5
89102,2,2020.5
12571,2,2020.5
07716,2,2020.5
55433,2,2020.5
94110,2,2020.5
30005,2,2020.5
20896,2,2020.5
11949,2,2020.5
89119,2,2020.5
08721,2,2020.5
07421,2,2020.5
10162,2,2020.5
07738,2,2020.5
32780,2,2020.5
83687,2,2020.5
85262,2,2020.5
11934,2,2020.5
07836,2,2020.5
07866,2,2020.5
07105,2,2020.5
12065,2,2020.5
01887,2,2020.5
08534,2,2020.5
29210,2,2020.5
06851,2,2020.5
40741,2,2020.5
87501,2,2020.5
14227,2,2020.5
08753,2,2020.5
20910,2,2020.5
08003,2,2020.5
44087,2,2020.5
02184,2,2020.5
10107,2,2020.5
19709,2,2020.5
07452,2,2020.5
07936,2,2020.5
06854,2,2020.5
75075,2,2020.5
98021,2,2020.5
41048,2,2020.5
75090,2,2020.5
01810,2,2020.5
18015,2,2020.5
13778,2,2020.5
75081,2,2020.5
20854,2,2020.5
45080,2,2020.5
85249,2,2020.5
77338,2,2020.5
08053,2,2020.5
10154,2,2020.5
33323,2,2020.5
93401,2,2020.5
90230,2,2020.5
08034,2,2020.5
77035,2,2020.5
11792,2,2020.5
07063,2,2020.5
07058,2,2020.5
33004,2,2020.5
12110,2,2020.5
12206,2,2020.5
10159,2,2020.5
55441,2,2020.5
91360,2,2020.5
18330,2,2020.5
14211,2,2020.5
10121,2,2020.5
40223,2,2020.5
07203,2,2020.5
06890,2,2020.5
14223,2,2020.5
30066,2,2020.5
19128,2,2020.5
92025,2,2020.5
28273,2,2020.5
22312,2,2020.5
10271,2,2020.5
14059,2,2020.5
07078,2,2020.5
98011,2,2020.5
21211,2,2020.5
95834,2,2020.5
85286,2,2020.5
11755,2,2020.5
18436,2,2020.5
22424,2,2020.5
12303,2,2020.5
38016,2,2020.5
32746,2,2020.5
49684,2,2020.5
19010,2,2020.5
19053,2,2020.5
89117,2,2020.5
60004,2,2020.5
78750,2,2020.5
13820,2,2020.5
08026,2,2020.5
06790,2,2020.5
10560,2,2020.5
32159,2,2020.5
45601,2,2020.5
40070,2,2020.5
07201,2,2020.5
08824,2,2020.5
11937,2,2020.5
10055,2,2020.5
11548,2,2020.5
33321,2,2020.5
07101,2,2020.5
53005,2,2020.5
13732,2,2020.5
98201,2,2020.5
60563,2,2020.5
L3X1V,2,2020.5
20024,2,2020.5
11940,2,2020.5
08901,2,2020.5
92010,2,2020.5
12167,2,2020.5
56010,2,2020.5
91423,2,2020.5
18064,2,2020.5
10970,2,2020.5
19601,2,2020.5
10928,2,2020.5
06615,2,2020.5
50701,2,2020.5
64503,2,2020.5
06413,2,2020.5
07068,2,2020.5
12901,2,2020.5
33160,2,2020.5
33309,2,2020.5
55902,2,2020.5
76248,2,2020.5
07079,2,2020.5
74136,2,2020.5
19382,2,2020.5
75201,2,2020.5
32750,2,2020.5
11385,627,2021.0
10036,597,2021.0
11218,544,2021.0
11220,538,2021.0
11368,527,2021.0
11234,525,2021.0
11214,523,2021.0
10314,503,2021.0
10019,498,2021.0
11235,495,2021.0
11223,475,2021.0
10001,470,2021.0
11372,466,2021.0
11229,441,2021.0
11419,430,2021.0
10467,430,2021.0
11230,427,2021.0
11354,427,2021.0
11377,419,2021.0
11207,419,2021.0
11101,406,2021.0
10003,400,2021.0
11208,396,2021.0
11215,392,2021.0
10462,391,2021.0
10002,386,2021.0
10025,386,2021.0
11432,385,2021.0
11209,383,2021.0
10011,379,2021.0
11373,371,2021.0
11226,369,2021.0
10458,366,2021.0
10016,365,2021.0
10461,362,2021.0
11211,357,2021.0
10022,355,2021.0
10306,350,2021.0
11204,349,2021.0
10018,347,2021.0
11435,342,2021.0
11236,341,2021.0
11219,340,2021.0
10029,339,2021.0
11355,338,2021.0
10469,334,2021.0
11375,331,2021.0
10013,325,2021.0
10452,322,2021.0
11378,318,2021.0
10453,317,2021.0
10457,315,2021.0
10305,311,2021.0
11222,307,2021.0
11201,303,2021.0
11103,300,2021.0
10456,299,2021.0
11203,295,2021.0
11212,295,2021.0
10312,294,2021.0
11420,294,2021.0
11418,286,2021.0
11221,285,2021.0
10468,282,2021.0
10023,279,2021.0
10472,277,2021.0
10027,273,2021.0
10024,270,2021.0
11237,264,2021.0
11206,263,2021.0
11105,263,2021.0
10017,259,2021.0
10463,258,2021.0
10128,254,2021.0
11106,249,2021.0
11434,244,2021.0
11238,243,2021.0
11216,241,2021.0
10309,241,2021.0
10460,240,2021.0
11379,235,2021.0
10028,235,2021.0
10009,234,2021.0
11357,234,2021.0
10021,231,2021.0
10466,228,2021.0
11374,228,2021.0
11232,227,2021.0
10451,227,2021.0
10010,226,2021.0
11210,226,2021.0
11417,225,2021.0
10459,222,2021.0
10031,222,2021.0
10033,218,2021.0
10304,217,2021.0
10014,215,2021.0
10455,215,2021.0
11358,213,2021.0
11231,207,2021.0
11217,204,2021.0
10301,198,2021.0
10310,196,2021.0
11102,193,2021.0
11213,193,2021.0
11365,191,2021.0
10065,190,2021.0
10026,190,2021.0
11224,189,2021.0
10032,187,2021.0
11228,185,2021.0
10034,184,2021.0
11433,184,2021.0
11416,184,2021.0
10302,179,2021.0
11361,178,2021.0
10465,177,2021.0
11421,176,2021.0
10303,174,2021.0
10012,173,2021.0
10035,173,2021.0
11233,170,2021.0
11225,164,2021.0
10038,162,2021.0
10040,161,2021.0
11414,161,2021.0
11205,158,2021.0
10454,158,2021.0
11413,157,2021.0
11104,155,2021.0
11423,152,2021.0
11367,151,2021.0
11580,149,2021.0
10475,145,2021.0
10473,140,2021.0
11356,139,2021.0
11428,136,2021.0
11364,133,2021.0
10308,132,2021.0
11412,131,2021.0
10007,131,2021.0
10075,129,2021.0
11369,125,2021.0
11040,121,2021.0
11426,120,2021.0
11691,119,2021.0
10704,119,2021.0
11422,114,2021.0
11429,114,2021.0
10474,112,2021.0
11370,110,2021.0
11366,109,2021.0
10030,107,2021.0
11249,102,2021.0
11694,94,2021.0
11427,92,2021.0
10039,92,2021.0
10470,90,2021.0
10004,89,2021.0
11362,87,2021.0
10307,87,2021.0
11003,86,2021.0
11001,83,2021.0
10005,82,2021.0
11436,81,2021.0
11590,79,2021.0
10037,77,2021.0
11801,77,2021.0
10550,76,2021.0
11415,74,2021.0
10701,74,2021.0
11746,74,2021.0
11520,72,2021.0
11004,71,2021.0
10801,70,2021.0
10471,67,2021.0
11693,66,2021.0
11714,65,2021.0
11581,64,2021.0
11735,62,2021.0
11756,61,2021.0
11710,59,2021.0
11010,59,2021.0
11501,59,2021.0
11572,57,2021.0
10705,56,2021.0
11550,56,2021.0
11411,55,2021.0
11360,54,2021.0
11530,54,2021.0
11554,51,2021.0
11803,47,2021.0
11239,47,2021.0
10710,46,2021.0
11758,45,2021.0
11747,44,2021.0
11757,43,2021.0
11692,43,2021.0
11510,43,2021.0
11552,40,2021.0
11729,40,2021.0
11561,39,2021.0
11706,39,2021.0
11096,38,2021.0
11779,37,2021.0
10541,36,2021.0
11021,36,2021.0
11542,35,2021.0
10583,34,2021.0
11791,33,2021.0
11563,33,2021.0
11743,32,2021.0
10708,32,2021.0
11793,31,2021.0
10020,30,2021.0
10280,30,2021.0
10006,29,2021.0
11566,29,2021.0
11430,28,2021.0
07306,28,2021.0
10965,27,2021.0
10573,27,2021.0
11704,26,2021.0
11050,26,2021.0
11553,26,2021.0
11507,26,2021.0
11701,26,2021.0
11570,25,2021.0
10703,25,2021.0
10603,25,2021.0
07093,25,2021.0
10598,24,2021.0
10805,24,2021.0
10956,24,2021.0
10464,23,2021.0
11726,23,2021.0
11030,23,2021.0
11363,23,2021.0
10707,23,2021.0
11717,23,2021.0
11516,23,2021.0
10803,22,2021.0
11598,22,2021.0
11716,22,2021.0
11787,21,2021.0
98121,20,2021.0
07047,20,2021.0
11596,20,2021.0
07601,20,2021.0
10552,20,2021.0
11725,19,2021.0
11023,19,2021.0
11575,19,2021.0
10523,19,2021.0
07410,19,2021.0
11577,19,2021.0
10604,19,2021.0
10709,18,2021.0
10562,18,2021.0
11762,18,2021.0
11768,18,2021.0
14221,18,2021.0
08857,18,2021.0
11741,18,2021.0
12533,17,2021.0
10282,17,2021.0
10553,17,2021.0
11783,17,2021.0
10543,17,2021.0
10069,17,2021.0
07087,16,2021.0
11795,16,2021.0
11753,16,2021.0
07747,16,2021.0
10044,16,2021.0
12590,16,2021.0
10566,15,2021.0
11788,15,2021.0
10530,15,2021.0
11763,15,2021.0
10512,15,2021.0
10901,15,2021.0
11722,15,2021.0
07666,15,2021.0
07010,15,2021.0
07304,15,2021.0
07024,15,2021.0
10954,15,2021.0
10567,14,2021.0
07726,14,2021.0
10509,14,2021.0
11772,14,2021.0
07305,14,2021.0
11766,14,2021.0
10538,14,2021.0
10804,14,2021.0
10528,13,2021.0
11731,13,2021.0
11697,13,2021.0
10119,13,2021.0
10977,13,2021.0
07470,13,2021.0
07030,13,2021.0
10579,13,2021.0
12550,13,2021.0
10920,12,2021.0
11733,12,2021.0
07086,12,2021.0
11020,12,2021.0
08879,12,2021.0
10601,12,2021.0
11576,12,2021.0
11797,12,2021.0
29601,12,2021.0
07631,12,2021.0
45242,12,2021.0
11565,12,2021.0
10570,12,2021.0
10950,12,2021.0
10990,11,2021.0
10155,11,2021.0
10591,11,2021.0
11703,11,2021.0
07070,11,2021.0
10706,11,2021.0
07728,11,2021.0
11727,11,2021.0
07621,11,2021.0
12553,11,2021.0
10549,11,2021.0
11509,11,2021.0
07011,11,2021.0
06902,11,2021.0
11558,11,2021.0
11702,11,2021.0
11557,11,2021.0
10940,11,2021.0
08859,11,2021.0
11754,10,2021.0
07036,10,2021.0
11798,10,2021.0
11545,10,2021.0
11560,10,2021.0
11371,10,2021.0
07307,10,2021.0
10952,10,2021.0
11776,10,2021.0
32256,10,2021.0
89147,10,2021.0
11518,10,2021.0
07751,10,2021.0
11559,9,2021.0
11720,9,2021.0
10118,9,2021.0
75063,9,2021.0
11738,9,2021.0
10123,9,2021.0
07083,9,2021.0
07002,9,2021.0
11780,9,2021.0
11968,9,2021.0
07094,9,2021.0
07652,9,2021.0
10595,9,2021.0
10607,9,2021.0
08701,9,2021.0
10589,9,2021.0
11514,9,2021.0
11109,8,2021.0
11953,8,2021.0
07055,8,2021.0
08816,8,2021.0
07731,8,2021.0
07735,8,2021.0
10989,8,2021.0
07103,8,2021.0
11242,8,2021.0
11767,8,2021.0
07430,8,2021.0
10536,8,2021.0
07302,8,2021.0
11967,7,2021.0
10918,7,2021.0
10605,7,2021.0
07644,7,2021.0
07023,7,2021.0
07026,7,2021.0
10502,7,2021.0
08831,7,2021.0
10547,7,2021.0
07670,7,2021.0
08854,7,2021.0
30071,7,2021.0
10510,7,2021.0
10606,7,2021.0
92108,7,2021.0
10506,7,2021.0
10504,7,2021.0
18301,7,2021.0
06830,7,2021.0
10522,7,2021.0
11771,7,2021.0
11740,7,2021.0
07111,7,2021.0
07107,7,2021.0
12701,7,2021.0
10913,6,2021.0
94954,6,2021.0
07003,6,2021.0
11724,6,2021.0
06831,6,2021.0
10116,6,2021.0
07506,6,2021.0
12534,6,2021.0
63045,6,2021.0
08724,6,2021.0
07102,6,2021.0
07022,6,2021.0
14207,6,2021.0
12207,6,2021.0
10170,6,2021.0
07603,6,2021.0
07650,6,2021.0
10941,6,2021.0
11749,6,2021.0
20130,6,2021.0
08054,6,2021.0
11769,6,2021.0
10520,6,2021.0
14224,6,2021.0
10101,6,2021.0
89109,6,2021.0
63042,6,2021.0
14228,6,2021.0
10580,6,2021.0
11705,6,2021.0
11784,6,2021.0
10576,6,2021.0
07632,6,2021.0
11742,6,2021.0
10112,6,2021.0
07020,6,2021.0
07013,6,2021.0
07008,6,2021.0
12601,6,2021.0
07748,5,2021.0
43230,5,2021.0
75019,5,2021.0
11782,5,2021.0
30339,5,2021.0
07481,5,2021.0
06810,5,2021.0
07424,5,2021.0
07004,5,2021.0
07450,5,2021.0
07604,5,2021.0
11777,5,2021.0
11732,5,2021.0
11901,5,2021.0
12564,5,2021.0
14068,5,2021.0
07746,5,2021.0
07031,5,2021.0
07032,5,2021.0
30096,5,2021.0
07626,5,2021.0
80111,5,2021.0
07657,5,2021.0
33626,5,2021.0
12508,5,2021.0
1634,5,2021.0
08861,5,2021.0
06905,5,2021.0
07624,5,2021.0
06484,5,2021.0
07648,5,2021.0
07052,5,2021.0
08540,5,2021.0
10105,5,2021.0
07114,5,2021.0
12401,5,2021.0
12603,5,2021.0
07109,5,2021.0
10994,5,2021.0
12866,5,2021.0
18328,5,2021.0
10532,5,2021.0
23320,5,2021.0
08812,5,2021.0
10163,5,2021.0
55430,5,2021.0
10514,5,2021.0
07661,5,2021.0
11978,5,2021.0
10594,5,2021.0
12549,5,2021.0
07643,4,2021.0
10174,4,2021.0
07040,4,2021.0
07110,4,2021.0
07734,4,2021.0
08837,4,2021.0
07446,4,2021.0
06067,4,2021.0
07090,4,2021.0
24011,4,2021.0
18324,4,2021.0
07730,4,2021.0
11961,4,2021.0
11778,4,2021.0
10924,4,2021.0
10533,4,2021.0
10120,4,2021.0
12589,4,2021.0
75024,4,2021.0
34236,4,2021.0
11431,4,2021.0
10976,4,2021.0
14210,4,2021.0
14094,4,2021.0
19801,4,2021.0
10983,4,2021.0
10590,4,2021.0
75067,4,2021.0
10980,4,2021.0
12200,4,2021.0
92121,4,2021.0
85282,4,2021.0
50266,4,2021.0
07016,4,2021.0
92618,4,2021.0
45040,4,2021.0
85711,4,2021.0
29715,4,2021.0
07645,4,2021.0
11721,4,2021.0
23452,4,2021.0
19034,4,2021.0
07407,4,2021.0
19342,4,2021.0
10153,4,2021.0
18466,4,2021.0
43229,4,2021.0
07628,4,2021.0
85021,4,2021.0
07675,4,2021.0
07067,4,2021.0
10103,4,2021.0
33614,4,2021.0
10108,4,2021.0
22043,4,2021.0
07006,4,2021.0
55437,4,2021.0
07401,4,2021.0
08872,4,2021.0
06840,4,2021.0
07701,4,2021.0
12721,4,2021.0
11556,4,2021.0
10925,4,2021.0
07039,4,2021.0
07071,4,2021.0
10501,4,2021.0
06460,4,2021.0
07712,4,2021.0
10537,4,2021.0
33716,4,2021.0
07005,4,2021.0
10165,4,2021.0
11751,4,2021.0
08844,4,2021.0
07605,4,2021.0
56303,4,2021.0
07106,4,2021.0
07458,4,2021.0
07960,4,2021.0
10150,4,2021.0
60018,4,2021.0
10178,4,2021.0
07722,4,2021.0
06811,4,2021.0
10166,4,2021.0
17011,4,2021.0
80112,4,2021.0
55441,3,2021.0
93311,3,2021.0
12572,3,2021.0
07014,3,2021.0
32303,3,2021.0
77057,3,2021.0
41105,3,2021.0
07901,3,2021.0
77042,3,2021.0
27713,3,2021.0
12201,3,2021.0
07463,3,2021.0
20003,3,2021.0
08817,3,2021.0
07840,3,2021.0
20906,3,2021.0
60630,3,2021.0
75038,3,2021.0
12203,3,2021.0
12524,3,2021.0
06611,3,2021.0
10151,3,2021.0
10172,3,2021.0
32751,3,2021.0
78216,3,2021.0
07630,3,2021.0
07762,3,2021.0
10175,3,2021.0
85284,3,2021.0
07204,3,2021.0
12518,3,2021.0
10968,3,2021.0
07042,3,2021.0
12211,3,2021.0
07607,3,2021.0
11005,3,2021.0
07076,3,2021.0
77478,3,2021.0
33326,3,2021.0
07017,3,2021.0
92806,3,2021.0
12775,3,2021.0
07801,3,2021.0
08060,3,2021.0
07033,3,2021.0
30144,3,2021.0
11247,3,2021.0
10992,3,2021.0
07104,3,2021.0
07660,3,2021.0
10507,3,2021.0
98036,3,2021.0
11202,3,2021.0
22202,3,2021.0
85034,3,2021.0
1780,3,2021.0
92868,3,2021.0
14623,3,2021.0
65202,3,2021.0
07202,3,2021.0
12563,3,2021.0
07753,3,2021.0
60173,3,2021.0
07060,3,2021.0
12582,3,2021.0
14225,3,2021.0
07981,3,2021.0
12521,3,2021.0
07920,3,2021.0
66215,3,2021.0
34604,3,2021.0
11042,3,2021.0
07054,3,2021.0
85004,3,2021.0
07663,3,2021.0
08723,3,2021.0
33431,3,2021.0
75205,3,2021.0
10516,3,2021.0
06468,3,2021.0
11752,3,2021.0
40245,3,2021.0
23502,3,2021.0
97005,3,2021.0
48083,3,2021.0
07928,3,2021.0
07932,3,2021.0
50701,3,2021.0
33139,3,2021.0
01810,3,2021.0
46037,3,2021.0
08757,3,2021.0
07073,3,2021.0
15220,3,2021.0
07724,3,2021.0
75234,3,2021.0
00000,3,2021.0
07208,3,2021.0
85029,3,2021.0
10987,3,2021.0
55113,3,2021.0
06897,3,2021.0
22314,3,2021.0
14150,3,2021.0
46219,3,2021.0
10041,3,2021.0
12561,3,2021.0
06470,3,2021.0
11946,3,2021.0
11579,3,2021.0
14845,3,2021.0
19044,3,2021.0
32202,3,2021.0
56377,3,2021.0
91361,3,2021.0
11730,3,2021.0
11547,3,2021.0
07834,3,2021.0
08002,3,2021.0
33441,3,2021.0
07871,3,2021.0
07057,3,2021.0
85040,3,2021.0
06605,3,2021.0
08902,3,2021.0
10279,3,2021.0
11950,3,2021.0
10176,3,2021.0
10958,3,2021.0
10960,3,2021.0
33432,3,2021.0
07095,3,2021.0
22201,3,2021.0
10169,3,2021.0
08873,3,2021.0
44444,3,2021.0
37214,3,2021.0
06820,3,2021.0
14850,3,2021.0
07018,3,2021.0
11709,3,2021.0
10916,3,2021.0
07029,3,2021.0
80014,3,2021.0
08527,3,2021.0
10106,3,2021.0
30328,3,2021.0
06804,3,2021.0
60062,3,2021.0
11790,3,2021.0
07727,3,2021.0
18428,3,2021.0
74146,2,2021.0
47708,2,2021.0
06606,2,2021.0
61602,2,2021.0
33434,2,2021.0
14217,2,2021.0
35209,2,2021.0
00850,2,2021.0
06108,2,2021.0
06615,2,2021.0
19701,2,2021.0
76137,2,2021.0
1550,2,2021.0
60604,2,2021.0
84119,2,2021.0
06109,2,2021.0
40010,2,2021.0
61761,2,2021.0
12570,2,2021.0
85712,2,2021.0
55343,2,2021.0
60077,2,2021.0
92128,2,2021.0
10986,2,2021.0
13760,2,2021.0
72201,2,2021.0
36609,2,2021.0
97205,2,2021.0
H3L3T,2,2021.0
75039,2,2021.0
30022,2,2021.0
07072,2,2021.0
66219,2,2021.0
07733,2,2021.0
07080,2,2021.0
23230,2,2021.0
33180,2,2021.0
10926,2,2021.0
02061,2,2021.0
55304,2,2021.0
60045,2,2021.0
29210,2,2021.0
91762,2,2021.0
06851,2,2021.0
75201,2,2021.0
10548,2,2021.0
81003,2,2021.0
74136,2,2021.0
11949,2,2021.0
21211,2,2021.0
55126,2,2021.0
13202,2,2021.0
89118,2,2021.0
19014,2,2021.0
63122,2,2021.0
08534,2,2021.0
48331,2,2021.0
12719,2,2021.0
12547,2,2021.0
46240,2,2021.0
18706,2,2021.0
19007,2,2021.0
12303,2,2021.0
10008,2,2021.0
07501,2,2021.0
19107,2,2021.0
06776,2,2021.0
32765,2,2021.0
13842,2,2021.0
07649,2,2021.0
06607,2,2021.0
07065,2,2021.0
30067,2,2021.0
91360,2,2021.0
08057,2,2021.0
75081,2,2021.0
37075,2,2021.0
50613,2,2021.0
73112,2,2021.0
19053,2,2021.0
20854,2,2021.0
60714,2,2021.0
32746,2,2021.0
07974,2,2021.0
14043,2,2021.0
97267,2,2021.0
54302,2,2021.0
07504,2,2021.0
20110,2,2021.0
22207,2,2021.0
10154,2,2021.0
96753,2,2021.0
06807,2,2021.0
90230,2,2021.0
18360,2,2021.0
10588,2,2021.0
49301,2,2021.0
000,2,2021.0
33134,2,2021.0
12180,2,2021.0
14226,2,2021.0
92008,2,2021.0
90403,2,2021.0
14127,2,2021.0
54449,2,2021.0
02062,2,2021.0
38016,2,2021.0
77041,2,2021.0
76248,2,2021.0
43219,2,2021.0
12110,2,2021.0
07078,2,2021.0
06790,2,2021.0
33309,2,2021.0
55344,2,2021.0
91423,2,2021.0
18436,2,2021.0
95834,2,2021.0
98011,2,2021.0
10962,2,2021.0
29609,2,2021.0
92821,2,2021.0
44087,2,2021.0
12205,2,2021.0
23513,2,2021.0
45414,2,2021.0
1101,2,2021.0
77014,2,2021.0
89501,2,2021.0
12076,2,2021.0
07936,2,2021.0
55425,2,2021.0
14614,2,2021.0
33463,2,2021.0
06450,2,2021.0
60148,2,2021.0
33308,2,2021.0
16801,2,2021.0
08016,2,2021.0
11548,2,2021.0
06850,2,2021.0
17110,2,2021.0
10930,2,2021.0
56010,2,2021.0
06812,2,2021.0
94545,2,2021.0
48820,2,2021.0
33619,2,2021.0
07421,2,2021.0
28227,2,2021.0
40070,2,2021.0
75701,2,2021.0
1781,2,2021.0
11933,2,2021.0
10281,2,2021.0
11937,2,2021.0
61834,2,2021.0
60004,2,2021.0
75082,2,2021.0
07508,2,2021.0
92025,2,2021.0
19711,2,2021.0
06890,2,2021.0
19106,2,2021.0
89119,2,2021.0
85249,2,2021.0
80246,2,2021.0
03103,2,2021.0
06877,2,2021.0
12461,2,2021.0
76244,2,2021.0
12100,2,2021.0
43215,2,2021.0
13778,2,2021.0
78744,2,2021.0
10917,2,2021.0
17111,2,2021.0
48076,2,2021.0
60035,2,2021.0
18337,2,2021.0
19128,2,2021.0
20024,2,2021.0
06413,2,2021.0
10111,2,2021.0
48334,2,2021.0
27709,2,2021.0
07112,2,2021.0
11930,2,2021.0
08852,2,2021.0
08884,2,2021.0
12514,2,2021.0
75075,2,2021.0
12571,2,2021.0
07716,2,2021.0
55433,2,2021.0
75090,2,2021.0
07444,2,2021.0
11942,2,2021.0
07740,2,2021.0
06906,2,2021.0
45080,2,2021.0
32907,2,2021.0
08535,2,2021.0
40007,2,2021.0
44114,2,2021.0
07205,2,2021.0
70002,2,2021.0
33321,2,2021.0
08510,2,2021.0
08053,2,2021.0
08736,2,2021.0
L3X1V,2,2021.0
33323,2,2021.0
08901,2,2021.0
92010,2,2021.0
33066,2,2021.0
12531,2,2021.0
07640,2,2021.0
20814,2,2021.0
19010,2,2021.0
